entrez_id	obsolete_entrez_id	obsolete_symbol
125050	6028	RN7SK
284203	6040	RNASEH1P1
6080	6042	RNE1
-	6057	RNRP1
-	6058	RNRP2
-	6061	RNU1B
26863	6062	RNU1P1
-	6064	RNU1P3
-	6065	RNU1P4
780851	6067	U3
26768	6081	SNORA73B
-	6099	RP
3614	6105	RP10
26121	6106	RP11
23418	6107	RP12
10594	6108	RP13
7287	6109	RP14
6103	6110	RP15
762	6111	RP17
9129	6112	RP18
24	6113	RP19
8481	6115	RP23
647436	6127	RPL5P1
-	6131	RPL7AL1
-	6140	RPL17L1
401904	6149	RPL23AP2
-	6151	RPL23P1
-	6153	RPL25P1
100131339	6162	RPL32P4
-	6177	RPLP1L1
-	6178	RPLP1L2
-	6179	RPLP1L3
-	6180	RPLP1L4
-	6186	RPS1L
-	6190	RPS3L1
-	6200	RPS6KB3
-	6211	RPS15P1
-	6212	RPS15P2
-	6213	RPS15P3
-	6214	RPS15P4
-	6215	RPS15P5
-	6216	RPS15P6
646013	6220	RPS17P3
-	6221	RPS17L3
-	6243	RRM2P1
-	6245	RRM2P3
2887	6250	RSS
4204	6254	RTT
-	6255	RVNP2
-	6264	S7
-	6265	S8
-	6266	S9
-	6267	S11
-	6268	S12
-	6269	S13
-	6270	S14
-	6287	SAA@
-	6292	SAA5
114625	6306	SC
25894	6312	SCA4
6712	6313	SCA5
-	6316	SCAF#
64421	6321	SCIDA
6326	6325	SCN2A1
6332	6333	SCN7A
390788	6350	CCL3L2
-	6353	CCL6
5625	6379	SCZD4
319100	6380	SCZD5
5905	6381	SD
9672	6384	SDC3
-	6393	SDU
2719	6394	SDYS
10934	6408	SEN1
-	6409	SEN2
-	6410	SEN3
-	6411	SEN6
-	6412	SEN6A
-	6413	SEN6B
1991	6417	SERP1
653509	6435	SFTPA1B
-	6436	SFTPA2B
100288405	6437	SFTPA3P
392255	6438	SGM1
50618	6454	SH3D1B
727736	6460	SH3GLP3
7979	6467	SHFM1
546	6475	SHS
26503	6479	SIASD
84620	6481	SIAT2
-	6485	SIAT5
-	6486	SIATL1
10610	6488	SIAT7B
728622	6501	SKP1P2
100128062	6516	SLC2A3P1
386757	6537	SLC6A10P
84889	6544	SLC7A3
389015	6552	SLC9A4
6645	6562	SNTL
-	6577	SLC21A1
1717	6589	SLOS
6606	6592	SMA@
-	6593	SMA#
10743	6600	SMCR
-	6630	SNRPBL1
-	6639	SNRPNP1
1917	6669	STNL
3617	6673	SPACR
93986	6679	SPCH1
3239	6680	SPD
51062	6681	SPG3A
-	6682	SPG3B
9420	6684	SPG5A
123606	6686	SPG6
-	6724	SRML2
6611	6735	SRS
-	6740	SSAV1L
4809	6743	SSFA1
202	6763	ST4
1316	6766	ST12
6785	6784	STGD2
6198	6796	STK14A
64324	6797	STO
9322	6798	STOT
201254	6800	STRA13
412	6802	STS
112755	6805	STX1B1
2054	6806	STX2A
2054	6807	STX2B
2054	6808	STX2C
-	6816	SULT
2107	6823	SUP45L1
100132121	6826	ETF1P3
-	6828	SUPT4H2
11198	6831	SUPT16H
-	6841	SVS1
-	6842	SVS2
-	6848	SYCP1L2
-	6849	SYCP1L3
9241	6851	SYM1
-	6852	SYM2
127833	6858	SYT2
84258	6859	SYT3
6863	6864	TAC2
347853	6912	TBX10
260341	6930	TCF6L1
260340	6931	TFAMP2
83439	6933	TCF7L1
4779	6937	TCF11
647047	6951	TCP1L1
-	6963	TRBV/OR9
202500	6989	TCTE1
1646	6994	TDD
6736	6995	TDF
-	7000	TDO2L1
29928	7017	TEX4
391158	7028	TFDP1P
100129696	7034	TFP
7454	7061	THC
-	7065	THOP2
2304	7081	TITF2
5806	7129	TNFAIP5
-	7131	TNFAIP7
-	7144	TNR1
7148	7147	TNXB1
79651	7149	TOC
8626	7160	TP53CP
7177	7176	TPS1
343477	7191	TRAP2
-	7194	TRNAE2
-	7199	TRGP1
7210	7213	TRNAMI2
-	7215	TRNL
-	7242	TRNAVP1
-	7243	TRNAVP2
-	7244	TRNAVP3
-	7245	TRNAVP4
-	7246	TRW-CCA7-1
-	7250	TSC3
-	7254	TSHRL1
-	7255	TSHRL2
-	7256	TSHRL3
650368	7261	TSSC2
2068	7269	TTD
-	7271	TTIM1
-	7279	TUBAL1
92755	7281	TUBBP1
647000	7282	TUBBP2
645668	7285	TUFML
2044	7304	TYRO4
7310	7308	U2AF1P
7307	7309	U2AFBP
283556	7330	UBE2L1
100506424	7331	UBE2L2
9959	7340	UBH1
-	7344	UCHH2
-	7346	UCHL2
60495	7354	UFS
7360	7359	UGP1
-	7362	UGT2B@
30833	7370	UMPH2
391051	7377	UOX
442454	7382	UQCRBP1
100130719	7383	UQCRBP2
100128525	7387	UQCRFSL1
-	7393	USH1A
10083	7394	USH1C
64072	7395	USH1D
65217	7397	USH1F
84059	7400	USH2B
-	7406	LOC7406
6899	7413	VCF
3069	7426	VGL
654	7427	VGR
7010	7437	VMCM
5498	7440	VP
726	7445	VRNI
3685	7449	VTNR
3664	7452	VWS
-	7457	WBS2
7461	7460	WBSCR3
6521	7463	WD
2200	7470	WMS
4286	7487	WS2A
116442	7489	WSN
55869	7492	WTS
55906	7493	WWS
-	7496	XBX1
-	7501	XGR
-	7505	XLRL
2072	7509	XPF
57109	7510	XPMC2H
7511	7513	XPNPEPL
-	7519	XRCC4L
-	7521	XRCC8
2189	7522	XRCC9
-	7524	XWNPEP
7529	7527	YWHAA
7534	7530	YWHAD
124961	7537	ZFP3
-	7540	ZFP40
-	7548	ZNF1
-	7550	ZNF59
7581	7557	ZNF11A
7582	7558	ZNF11B
7596	7560	ZNF13
-	7563	ZNF15L2
219749	7573	ZNF25
7767	7575	ZNF27
90075	7578	ZNF30
80778	7583	ZNF34
-	7585	ZNF35P
100129482	7588	ZNF37B
7594	7590	ZNF39L1
-	7591	ZNF43L
51710	7595	ZNF44
84307	7598	ZNF47
197407	7599	ZNF48
339327	7600	ZNF49
342945	7601	ZNF50
115560	7602	ZNF52
-	7603	ZNF53A
-	7604	ZNF53B
-	7605	ZNF54A
-	7606	ZNF54B
51710	7607	ZNF55
126295	7609	ZNF57
51710	7610	ZNF58~withdrawn
7709	7611	ZNF60
7694	7612	ZNF61
255877	7613	ZNF62
-	7614	ZNF63
55888	7615	ZNF64
23361	7616	ZNF65
-	7619	ZNF68
58491	7622	ZNF71
100287084	7623	ZNF72
105379427	7624	ZNF73
58492	7630	ZNF77
7694	7631	ZNF78L1
-	7632	ZNF78L2
347344	7635	ZNF81
55769	7636	ZNF83
-	7640	ZNF86
-	7641	ZNF87
-	7642	ZNF88
168374	7645	ZNF92
81931	7646	ZNF93
-	7647	ZNF94
7757	7648	ZNF95
-	7649	ZNF305
-	7650	ZNF97
148198	7651	ZNF98
163227	7653	ZNF100
94039	7654	ZNF101
100129842	7655	ZNF102
-	7656	ZNF103
-	7657	ZNF104
-	7658	ZNF105
-	7659	ZNF106
51427	7660	ZNF107
-	7662	ZNF109
-	7663	ZNF110
-	7664	ZNF111
7771	7665	ZNF112
-	7666	ZNF113
163071	7667	ZNF114
-	7668	ZNF115
-	7669	ZNF116
51351	7670	ZNF117
-	7671	ZNF118
-	7672	ZNF119
-	7674	ZNF120
-	7676	ZNF122
100188891	7677	ZNF123P
-	7679	ZNF125
-	7680	ZNF126
400058	7684	MKRN5
391033	7685	MKRNP4
-	7687	ZNF128
-	7688	ZNF129
-	7689	ZNF130
7586	7698	ZNF139
7692	7708	ZNF150
-	7713	ZNF158
-	7714	ZNF159
90338	7715	ZNF160
-	7717	ZNF164
10168	7719	ZNF166
55888	7720	ZNF167
353274	7721	ZNF168
169841	7722	ZNF169
-	7723	ZNF170
-	7724	ZNF171
-	7725	ZNF172
144348	7729	ZNF176
89870	7731	ZNF178
339318	7734	ZNF181
7569	7735	ZNF182
-	7736	ZNF182L
105379427	7740	ZNF186
-	7742	ZNF188
7572	7744	ZNF191
-	7747	ZNF194
-	7749	ZNF196
-	7751	ZNF199
441843	7758	ZNF209P
7755	7759	ZNF210
128553	7765	ZNF218
8927	7774	ZNF231
729944	7777	ZNF75C
-	7778	ZNFP1
7784	7785	ZP3B
-	7787	ZRK
5189	7788	ZWS1
158586	7790	TEMP
6298	7793	MTS1
4830	7794	NB
3339	7796	SJS1
-	7797	BRCD2
57190	7800	RSMD1
29914	7801	SCCD
4904	7806	YB1
5980	7807	POLZ
7446	7810	AVSD
1486	7811	CTB
1186	7814	OPTA2
24	7815	STGD1
4000	7816	LDP1
6390	7817	PCHC
80128	7819	GENEY
3765	7820	GIRK3
7391	7821	HYPLIP1
6375	7822	LTN
5451	7823	OTF1
4914	7825	TRK
10560	7826	TRMA
1308	7828	EBR2A
3080	7829	FHR2
1118	7831	CHIT
7100	7833	SLEB1
5824	7835	D1S2223E
1116	7836	GP39
6654	7838	GINGF
10578	7843	D2S69E
7273	7847	TMD
28862	7848	IGO1
4760	7853	NEUROD
23545	7854	WSS
617	7856	BJS
6508	7858	SLC2C
3239	7859	BDE
3800	7860	NKHC
-	7861	UV24
8466	7863	PETS1
6917	7865	TCEA
6405	7868	SEMA4
-	7870	TRR
291	7872	PEO2
7318	7875	UBE2
8309	7876	BRCACOX
25978	7877	DMT1
846	7878	FIH
1466	7882	LMO5
1816	7883	DRD1B
2121	7886	EVCL
7096	7887	TIL
1834	7888	DTDP2
5431	7890	POL2RB
728045	7891	TGB2
5177	7893	PEE
5458	7894	BRN3B
-	7897	ZNF4
5019	7898	SCOT
392255	7899	KFS
-	7900	ZNF5
2150	7901	GPR11
1462	7902	WGN1
7310	7904	U2AF1-RS1
79628	7906	CMTND
3593	7907	BHR1
6310	7912	ATX1
-	7914	INSL
3119	7924	IDDM1
7940	7929	LST1
3122	7930	MLRW
4337	7931	MOCOD
5460	7934	OTF3
3113	7935	PLT1
667	7943	D6S1101
-	7944	CSCI
3117	7946	GSE
26585	7947	MPSH
8838	7949	PPAC
1310	7950	D6S228E
-	7951	BKMA1
2697	7953	ODDD
5071	7958	PRKN
8706	7961	P
654	7964	VGR1
1541	7966	MDDC
7291	7967	BPES3
11281	7968	WTSL
2617	7969	CMT2D
644000	7970	PKS1
2617	7972	SMAD1
2020	7973	AUT
51422	7981	CMH6
5803	7983	PTPRZ
3110	7987	SCRA1
1730	7989	DIA2
-	7990	CRS1C
51435	7992	MSLR1
56172	7995	CCAL2
5324	7996	SGPA
10397	7998	HMSNL
4061	7999	RIGE
9401	8002	RTS
-	8003	TDFA
6765	8004	OVC
3440	8005	INFA2
3441	8006	INFA4
3442	8007	INFA5
4507	8008	BDMF
1540	8010	MFT
2733	8012	LCCS1
27130	8014	NPHP2
5727	8015	NBCCS
25861	8016	WI
1757	8017	SARD
3160	8018	ITO
4575	8020	RP21
1316	8025	PAC1
7019	8033	TCF6L2
657	8035	JIP
5728	8037	DEC
1326	8040	TPL2
-	8041	TP250
5002	8042	BWR1A
283120	8043	H19
7140	8044	AMCD2B
6150	8046	L23MRP
3047	8047	HBGR
966	8049	MIC11
4005	8051	TCL2
3732	8052	CD82
4488	8053	PFM1
10661	8055	INLU
1500	8057	CTNND
4041	8058	HBM
10312	8059	OPTB1
-	8060	FNL2
340024	8062	HND
418	8063	RT6
401	8064	FEOM2
4863	8067	E14
7704	8070	PLZF
3703	8071	TMC
55315	8072	HJCD
-	8075	PCS
7132	8077	FPF
-	8083	KAR
362	8084	PPKB
6490	8088	D12S53E
6311	8095	ATX2
8200	8096	BDC
26353	8097	HMN2
59341	8098	SPSMA
145282	8107	TMIP
6252	8108	NSP
3895	8109	CG1
1397	8112	CRIP
3492	8116	IGD1
-	8117	IGHR
-	8118	LCH
138050	8119	MPS3C
-	8121	AHO2
145624	8122	D15S227E
9990	8124	ACCPN
5315	8127	THBP1
4363	8133	MRP1
6687	8134	PGN
64127	8135	ACUG
5699	8138	MECL1
-	8141	GCF2
-	8142	BCPR
29	8143	MDB
3000	8145	RCD2
1411	8146	CCZS
6352	8147	TCP228
50964	8149	VBCH
6521	8150	WD1
4137	8152	PPND
6521	8154	DI
6521	8155	FR
65266	8157	PHA2B
6521	8158	SW
9241	8159	SYNS1
-	8160	MVWF
10801	8162	NAPB
9267	8164	D17S811E
2271	8166	MCL
-	8167	TGFBRE
4436	8169	LCFS2
8792	8171	PDB2
8792	8172	OFE
199746	8176	U2AF1-RS3
6455	8179	EEN
9002	8180	PAR4
6223	8182	DBA
4868	8183	NPHN
147700	8185	KLC2
80207	8186	OPA3
10520	8191	ZNFC25
140885	8194	PTPNS1
3642	8196	IA1
58495	8197	CHED1
30813	8198	PPCD
84557	8199	MAP1LC3A
4159	8203	OQTL
3763	8206	KCNJ7
861	8207	FPDMM
8209	8210	GT335
6450	8211	SH3GBR
3543	8222	VPREB2
6663	8223	DOM
-	8229	HYR
4281	8230	ZNFXY
-	8232	GDXY
4113	8234	DAM6
4112	8235	DAM10
4112	8236	MAGEL1
190	8238	GTD
7317	8240	AMCX1
7030	8244	RCCP2
7317	8247	SMAX2
-	8248	DXS435E
22	8252	ASAT
4841	8253	NRB54
5631	8254	ARTS
6658	8256	MRGH
331	8257	XIAP
5956	8261	CBBM
2316	8262	CVD1
6134	8264	DXS648E
2157	8265	DXS1253E
3054	8267	HFC1
4100	8271	MAGE1
2316	8272	NHBP
4204	8274	PPMX
393	8275	RGC1
55558	8276	SEX
438	8278	ASMTY
4267	8279	MIC2Y
8227	8280	XE7Y
3563	8281	IL3RAY
1438	8282	CSF2RY
293	8283	ANT3Y
5940	8285	RBM1
5940	8286	RBM2
266790	8296	HCA
19	8298	TGD
-	8304	HAPP
2747	8307	GLUD2
51	8308	ACOX1
2020	8311	AUTS1
8386	8316	C17orf2
8318	8319	CDC45L2
19	8371	HDLDT1
3434	8374	IFIT1
3433	8375	IFIT2
3437	8376	IFIT3
6223	8378	LOH19CR1
6787	8380	NEK4
341676	8381	NEK5
653166	8385	OR1D4
9596	8393	OR20A1P
391013	8397	PLA2G2C
2317	8413	none
346007	8414	RP25
9033	8421	PKDL
10120	8423	CTRN2
9218	8426	VAP-33
7073	8430	TCBP
6335	8432	PN1
9242	8441	MSC
391257	8457	UBL2
8626	8461	TP53L
6790	8465	AURKA
-	8475	EPR1
9497	8485	SLC4A6
140913	8494	PPIP10
11001	8523	FACVL1
160851	8524	DGKH
6569	8561	SLC11
9156	8571	HEX1
144124	8579	OR10A1
219445	8584	OR7E5P
26668	8589	OR7A3P
338674	8592	OR5F1
8594	8593	OR5D4
120776	8597	OR2D2
8384	8598	OR1D7P
8384	8599	OR1D6P
6692	8610	HAI
5394	8619	PMSCL
23581	8627	CASP14
-	8628	CASP13
26025	8640	CDH21
5495	8652	PPC2BETAX
3756	8656	EAG
8999	8657	KKIAMRE
1770	8670	DNEL1
201625	8679	DNAH12
374462	8680	PTPGMC1
5016	8684	MUC9
8554	8695	DDXBP1
3547	8696	IGCD1
64976	8699	NLVCF
1770	8709	DNAH17L
8671	8716	SLC4A5
8701	8719	DNHBL
23136	8730	EPB41L3
64319	8734	FIBROSIN
-	8750	ADAM16
-	8752	ADAM14
-	8753	ADAM13
255926	8757	ADAM5
-	8758	ADAM4
8766	8765	RAB11A
2494	8768	HB1F
-	8791	TNFRSF12L
6761	8810	IL1RL1
-	8827	MYT2
10312	8845	OC-116kDa
1521	8849	LYPN
51343	8855	HCDH1
8626	8860	KET
9031	8865	WBSCR10
151449	8873	GDF7
10239	8885	SIGMA3B
7458	8889	WBSCR1
57699	8901	CPNE5
131034	8902	CPNE4
221184	8903	CPNE2
388254	8919	HERC2P5
100289574	8920	HERC2P4
283755	8921	HERC2P3
400322	8922	HERC2P2
8917	8923	HERC2P1
53615	8931	MBD3
6767	8937	P48
126961	8967	H3FM
112464	8990	PRKCDBP
4071	9004	TM4SF1
6199	9017	P70-BETA
321	9029	MINT2
3755	9035	KH2
3754	9036	KH1
9172	9041	TTNAP
29127	9042	RACGAP1
10942	9065	ESP-1
51378	9067	ANGPT4
9050	9078	PSTPIP2
9530	9089	SODD
11168	9090	PSIP1
1841	9102	TYMK
8404	9105	HEVIN
5062	9106	PAK65
9098	9109	TRE17
4606	9115	MYBPC
4604	9116	MYBPCC
5612	9137	P52RIPK
-	9142	TMEM257
1175	9151	HHC3
1117	9155	YKL39
6992	9160	HCGV
1175	9161	AP17-DELTA
2906	9164	EB11
9167	9165	EB1
11185	9171	INMT
4104	9174	MAGEB5
10999	9176	FATP4
86	9178	BAF53A
10049	9186	LGMD1D
2107	9190	RF1
2250	9192	FGF5S
5832	9193	SPG9
9897	9195	SPG8
-	9198	PTPLC
201562	9199	PTPLB
9217	9216	VAPC
9266	9224	PSCD2L
83605	9225	CCM2
11235	9226	CCM3~withdrawn
7760	9233	CR53
84891	9234	ZNF206
10294	9237	DNJ3
4677	9243	*NARS*
9051	9250	CD2BP1
665	9257	BNIP3A
5863	9264	HKE1.5
4259	9272	GST-III
-	9279	GTF3BAP3
-	9280	GTF3BAP2
-	9281	GTF3BAP1
84634	9291	GPR54
5366	9305	APR
283698	9307	SYNGR2P1
6470	9316	CSHMT
221037	9323	TRIP8
5469	9327	TRIP2
7321	9335	SFT
11251	9336	CRTH2
80895	9345	PP2C-DELTA
5116	9346	KEN
2834	9347	GR3
7433	9357	VPAC1
8894	9359	EIF2B
9545	9387	GOV
5433	9393	HSRBP4
7361	9396	UGT1A8
57016	9405	AKR1B11
10505	9408	SEMAW
8189	9417	SYM
1645	9418	HAKRC
10308	9428	HZF2
26614	9433	OR7E6P
26614	9434	OR7E20P
185	9449	AGTR1B
199	9471	IRT-1
11250	9483	GPR45
11251	9484	GPR44
55014	9485	STX17
25814	9490	SCA10
1644	9492	AADC
653067	9503	XAGE1D
139793	9504	GAGED1
203569	9505	GAGEC2
1213	9511	CLTCL2
81618	9523	ITM2C
5625	9539	PIG6
10886	9544	NPGPR
6902	9549	TBCAa
114548	9558	C1orf7
9562	9561	MINPP2
55809	9565	BCAR2
392255	9571	GDF6
83959	9574	CHED2
8476	9579	CDC42BPA
-	9593	C15orf31
-	9594	1D12A
102723547	9598	CSAG2
889	9602	KRIT1
8666	9606	EIF3-P42
109	9608	AC3
81669	9613	CCNM
9590	9614	GRAVIN
51741	9621	HHCMA56
9289	9624	TM7XN1
8842	9634	STGD4
473	9642	KIAA0458
23450	9660	KIAA0017
23450	9661	KIAA0017_2
577	9664	KIAA0550
5909	9676	KIAA0474
8021	9680	KIAA0023
988	9691	KIAA0432
80184	9707	Cep290
10749	9713	KIAA0706
55619	9714	KIAA0694
4077	9740	KIAA0049
4849	9756	KIAA0691
8019	9763	KIAA0043
2887	9769	KIAA0207
8284	9773	KIAA0234
399979	9795	SNX19
9220	9799	KIAA0216
1718	9800	KIAA0018
6046	9803	KIAA9001
116986	9809	KIAA0167
23768	9822	KIAA0405
10808	9835	KIAA0201
8916	9838	KIAA0032
80003	9845	KIAA0435
4154	9850	KIAA0428
10787	9864	KIAA0587
65125	9872	KIAA0344
8476	9876	KIAA0451
10694	9888	KIAA0002
259217	9893	KIAA0417
51363	9916	KIAA0598
10007	9930	KIAA0060
9993	9932	KIAA0163
6320	9944	LSLCL
-	9952	HS3ST3B2
-	9954	HS3ST3A2
148738	9974	HFE2
9843	9977	HEPH
221491	9979	C6orf1
-	9981	SPAR
5923	9983	CDC25L
10309	9998	UNG2
54363	9999	HAO1
10935	10012	SP-22
11280	10027	SCN12A
359791	10028	MED14P
-	10030	CDYP
352887	10032	GYG2P
2257	10035	FGF12B
2305	10037	MPP-2
10042	10041	THC211630
642585	10065	VDAC1P
10071	10070	MUC11
26284	10074	HERA-B
57194	10080	ATP10C
4846	10088	NOS3L
10755	10091	GLUT1CBP
9941	10104	ENDOGL2
221472	10115	FGD2
27329	10119	ANGPT5
7369	10122	MCKD2
25820	10132	ARI
3460	10145	AF-1
7767	10173	ZNF255
57187	10177	CXorf3
375612	10182	LHFPL4
375612	10183	LHFPL3
340596	10185	LHFPL1
9013	10191	TAFI95
27030	10192	S240II117
23683	10222	EPK2
8839	10258	CTGF-L
9963	10259	YSPL3
1107	10264	ZFH
5813	10271	PUR-ALPHA
8187	10275	HOK-2
55534	10292	TNRC3
10128	10303	LSFC
92399	10304	MRRF
5366	10310	APR_2
55915	10315	LANCL2
8935	10323	RA70
337874	10339	H2BFO
79963	10348	ABCA11
645292	10353	HMG1L6
392428	10358	NPM1P9
100130233	10359	NPM1P8
644253	10364	MAPK8IPP
3268	10366	RAB-R
5981	10372	MHCBFB
486	10373	HOMG2
4121	10374	MAN9
9388	10375	EDL
7846	10377	B-ALPHA-1
3550	10378	RED
10273	10387	CHIP
10178	10405	ODZ3
51747	10414	OA48-18
22974	10416	C20ORF2
5901	10429	ARA24
100652748	10431	TIMM23
10516	10433	FBLN5
4850	10441	CLONE243
3995	10442	BC269730_1
10362	10448	SOXL
23532	10453	PRAME
-	10470	D6S2723E
10938	10496	PAST
57556	10502	SEMA6A
54437	10503	SEMA5B
57715	10504	SEMA4G
-	10506	SEMA4E
54910	10508	SEMA4C
64218	10510	SEMA4A
223117	10511	SEMA3D
30008	10515	UPH1
27122	10530	RIG
148022	10532	CL24751
4739	10543	HEF1
7520	10545	KARP1
10220	10546	GDF11
11039	10571	SMA3
10142	10582	AKAP450
143	10583	PH5P
10051	10593	CAP-C
-	10596	COLOT1
171017	10601	TNRC1
84991	10604	SPF45
10336	10619	RNF3A
7773	10624	FDZF2
-	10638	SPHAR
25788	10646	FSBP
71	10649	DFNA26
5441	10662	RPB10
11183	10676	KHS1
6452	10679	CRBM
11146	10680	VMGLOM
7225	10684	FSGS2
81	10685	FSGS1
9862	10689	CRSP4
291	10696	PEO3
440359	10697	CSDAP1
139163	10698	SALL1P
27233	10700	SULT1C
8539	10719	API5L1
3312	10722	HSPA10
2335	10727	GFND
442240	10729	ZNF259P
146691	10731	TOM1L2
388743	10754	CAPN8
10758	10756	C6ORF6
10758	10757	C6orf5
-	10759	C1orf5
23641	10760	BCUR1
2204	10764	CD89
26227	10770	PGAD
9310	10779	ZNF270
51292	10784	GMPR2
6768	10792	PRSS14_PENDING
7542	10796	MCG4
645313	10805	SCDP
65268	10812	SDCCAG43
4872	10832	NPM1P15
51232	10839	CRIM1
377677	10843	CAXIV
-	10851	MEP1AL4
-	10852	MEP1AL3
644777	10853	MEP1AL2
642840	10854	MEP1AL1
7162	10860	5T4
6512	10862	SLC1A#
6870	10872	TAC3RL
55697	10883	TAX1BP2
57381	10889	ARHJ
-	10896	OCLM
11165	10909	DIPP
2739	10918	GLYI
4123	10925	MAN6A8
9499	10931	MYOT
9445	10932	BRI
3705	10937	ITRPK1
9491	10958	PI31
5569	10967	PKIA
23595	10968	IMAGE50150
1950	10976	URG
146057	10977	SCA11
2833	10995	CXCR3
140679	10996	SLC32A1
28965	10997	SLC27A6
376497	11002	SLC27A1
50807	11003	DDEF1
64714	11008	PDI
-	11028	PI8L2
11093	11032	VWFCP
1998	11038	NERF-2
9506	11048	JM27
7091	11050	BCE-1
57142	11053	NSP-CL
83737	11058	AIP4
374868	11071	ATP9B
922	11084	API6
-	11087	ADAM26
-	11088	ADAM25
646479	11089	ADAM24
-	11090	C9ORF10
93166	11106	PRDM6
7799	11109	PRDM2
639	11110	PRDM1
10984	11111	KCNQ1OT1
83992	11114	C7orf8
136991	11115	C7orf7
84254	11121	CAMKK1
27035	11125	MOX1
339669	11134	EAN57
8997	11139	TRAD
51166	11150	KATII
10061	11195	ABCF2
-	11203	MSTP8
11223	11204	MSTP7
-	11205	MSTP6
-	11206	MSTP5
-	11207	MSTP4
11209	11208	MSTP3
11209	11210	MSTP1
445815	11217	AKAP2
11277	11220	TREX1
28988	11225	DBNL
6045	11229	DING
8434	11233	ST15
7273	11239	CMD1G
-	11241	C10orf1
51809	11246	GALNT7
55503	11256	ABP/ZF
10210	11263	TOPORS
3514	11265	HCAK1
10516	11268	DANCE
143	11271	VPARP
10687	11310	MM2
11311	11312	VPS45B
51433	11324	PDL-108
6814	11327	UNC-18C
5303	22804	PAR14
64375	22805	ZNFN1A4
3798	22810	SPG10
100129080	22812	TDGF7
372	22819	COPD
10439	22825	NOE1
85446	22830	ZNF409
3751	22831	KIAA1044
-	22833	KIAA0894
89795	22840	POMFIL1
2744	22842	KIAA0838
116987	22851	KIAA1099
23660	22855	KIAA1015
7468	22857	KIAA1090
8036	22860	KIAA0862
54726	22867	KIAA1046
6683	22886	KIAA1083
117178	22892	KIAA0923
51603	22896	KIAA0859
10531	22910	KIAA1104
9238	22912	KIAA0948
9330	22922	TFIIIC102
9328	22923	TFIIIC63
284119	22939	PTRF
55163	22940	PNPO
10998	22942	VLCS-H2
8644	22946	HSD17B5
55907	22951	CMAS
286101	22956	ZNF252
90987	22957	ZNF251
58500	22958	ZNF250
-	22959	ZNF249
57209	22960	ZNF248
-	22961	ZNF247
-	22962	ZNF246
-	22963	ZNF245
-	22964	ZNF244
-	22965	ZNF243
-	22966	ZNF242
-	22967	ZNF241
-	22968	ZNF240
-	22972	RAI5
51430	22975	C1ORF9
9515	22988	KIAA1006
10767	22991	KIAA1038
253959	23000	KIAA0884
23544	23003	KIAA0927
285600	23004	KIAA0825
8455	23006	KIAA0548
55832	23009	KIAA0829
745	23010	KIAA0954
283638	23018	KIAA0284
9736	23021	KIAA0729
440026	23027	TMEM41B
10940	23044	KIAA0061
285527	23045	FRYL
51592	23050	KIAA1113
26278	23055	KIAA0730
23499	23056	KIAA0754
200576	23058	PIP5K3
7093	23068	KIAA0932
66008	23069	KIAA0549
8497	23073	KIAA0897
83660	23079	KIAA0320
815	23083	KIAA0968
6543	23084	KIAA1087
84059	23088	KIAA0686
285596	23100	KIAA0752
9379	23103	KIAA0921
51585	23104	KIAA0824
51755	23106	KIAA0904
7837	23110	KIAA0230
9256	23115	KIAA0612
84726	23121	KIAA0515
23499	23123	KIAA0465
375056	23124	KIAA0268
261734	23128	KIAA0673
7461	23134	KIAA0291
56171	23146	KIAA0944
7840	23147	KIAA0328
20	23153	KIAA1062
51421	23156	KIAA0989
23160	23159	KIAA0007
54861	23182	KIAA0096
23469	23183	KIAA0244
5362	23188	KIAA0463
23203	23202	KIAA0123
114088	23206	KIAA0282
4651	23222	KIAA0799
22990	23226	KIAA0805
375449	23227	MAST4
4642	23238	KIAA0727
221981	23249	KIAA0960
27185	23257	KIAA0457
2036	23260	KIAA0338
51780	23267	KIAA1082
158471	23273	KIAA0367
116984	23278	KIAA0580
440073	23280	IQSEC3
221395	23282	KIAA0758
284697	23285	KIAA1107
57553	23289	KIAA0819
116985	23290	KIAA0782
157680	23292	KIAA0532
1540	23296	KIAA0849
7094	23297	KIAA1027
200424	23298	KIAA0401
253725	23311	KIAA0592
27445	23319	KIAA0559
112	23320	KIAA0422
204851	23323	KIAA0630
51366	23330	KIAA0896
80205	23337	KIAA0308
154796	23340	KIAA1071
10014	23342	KIAA0600
109	23343	KIAA0511
4591	23346	KIAA0898
283450	23356	KIAA0614
84162	23364	KIAA1109
50649	23372	KIAA1112
10116	23374	KIAA0396
10724	23375	KIAA0679
9529	23377	KIAA0873
55818	23388	KIAA0742
23654	23391	KIAA0315
171023	23393	KIAA0978
8481	23402	SGBS2
379	23407	ARL6
26279	23419	SPLA2S
827	23422	CANPX
23544	23425	SEZ6L
3609	23427	MMP4
8694	23441	ARGP1
80208	23442	SPG11
79726	23444	CDW12
10859	23445	CD85
-	23447	CDW93
-	23448	CD139
-	23449	CD165
10848	23453	RAI4
55324	23454	ABCF3
89845	23455	ABCC10
340273	23458	ABCB5
79068	23465	FTO
6661	23470	SOX29
57634	23472	TNRC12
22974	23477	FLS353
213	23482	PEPT
51493	23485	DJ149A16.6
213	23486	PEPT_2
8403	23487	SOX28
6665	23488	SOX27
6665	23489	SOX26
11166	23490	SOX25
670	23494	BPHL
5068	23496	INGAP
5891	23497	RAGE1
